-0.21044922,0.34570312,0.94506836,5.2061067,2.0,1.8931298
-0.21875,0.34350586,0.9416504,3.5877862,6.885496,4.8396945
-0.2319336,0.3359375,0.9472656,11.0992365,12.564885,-0.97709924
-0.1977539,0.35742188,0.97021484,1.3282443,14.488549,2.70229
-0.16796875,0.3371582,0.9667969,4.5343513,15.938931,5.923664
-0.19604492,0.36767578,1.0224609,4.7480917,13.496183,0.32061067
-0.18774414,0.37304688,1.0327148,-14.793893,0.21374045,4.9923663
-0.22485352,0.39257812,1.0065918,-21.862595,-12.473283,5.29771
-0.24438477,0.38232422,0.9597168,-37.40458,-22.885496,6.5496182
-0.28710938,0.33447266,0.88134766,-26.641222,-28.290077,1.2519084
-0.28051758,0.33544922,0.87060547,-12.992367,-24.91603,-12.2595415
-0.2524414,0.31713867,0.8762207,-3.7862597,-13.801527,-15.022901
-0.24047852,0.29882812,0.8857422,10.977099,-0.24427481,-24.793894
-0.23144531,0.3317871,0.98339844,16.717558,10.335877,-31.08397
-0.2409668,0.31884766,1.0053711,10.320611,-5.664122,-34.70229
-0.17919922,0.32006836,1.0056152,1.6030535,-13.343512,-32.198475
-0.17675781,0.31225586,0.9675293,-0.8244275,-19.93893,-31.053434
-0.16552734,0.30322266,0.9206543,8.519084,-22.854961,-33.770992
-0.11791992,0.3425293,0.9343262,21.053434,-24.580153,-29.908398
-0.075683594,0.38378906,0.99194336,10.824428,-17.496183,-10.549619
-0.15063477,0.34594727,0.9650879,1.6641221,-7.9083967,2.183206
-0.15209961,0.34643555,0.95458984,9.877863,-11.374045,6.7175574
-0.15209961,0.34423828,0.953125,8.396947,-6.2900763,8.793893
-0.16601562,0.3557129,0.97558594,8.610687,-10.274809,8.244275
-0.15283203,0.3330078,0.9428711,7.5725193,-7.5114503,9.114504
-0.13842773,0.35986328,0.9506836,13.801527,-5.923664,13.0992365
-0.16748047,0.4169922,1.0197754,5.89313,-1.4961832,17.022902
-0.18676758,0.4038086,1.0192871,-12.732824,-4.2748094,23.419847
-0.22314453,0.3696289,0.9482422,-12.7786255,-4.0458016,16.885496
-0.24291992,0.37353516,0.9250488,-3.3587787,-2.5038168,-4.1221375
-0.1887207,0.39379883,0.939209,-6.2900763,-1.480916,-6.8702292
-0.19384766,0.359375,0.89038086,-6.0916033,2.1374047,-12.870229
-0.1809082,0.3642578,0.90844727,0.045801528,10.076336,-11.496183
-0.11987305,0.35058594,0.9152832,11.374045,7.8778625,-12.7786255
-0.08496094,0.40625,0.9929199,7.6030536,23.694656,1.4045801
-0.088378906,0.38867188,1.0170898,1.0839695,19.954199,14.961832
-0.10620117,0.38549805,1.026123,-12.442748,21.221375,27.358778
-0.171875,0.3659668,1.0048828,-18.213741,12.366412,26.87023
-0.21142578,0.39086914,0.99902344,-30.305344,-1.2824427,27.038168
-0.21972656,0.3557129,0.91796875,-25.603054,-13.175572,19.328245
-0.21459961,0.3720703,0.90625,-17.465649,-5.374046,12.366412
-0.19824219,0.39257812,0.92041016,-12.80916,0.0,14.442748
-0.22338867,0.36889648,0.91967773,-16.977098,9.145039,15.358779
-0.23632812,0.3269043,0.9338379,-4.335878,8.412213,5.0076337
